0,51,OR51E2,1
1,107,OR1A1,0
2,107,OR1D2,0
3,107,OR2M3_OR2M3P_OR2M6,0
4,107,OR2W1,0
5,107,OR5K1,0
6,107,OR8D1_OR8D3,0
7,111,OR51E2,0
8,176,OR10S1,0
9,176,OR1A1,0
10,176,OR2A7,0
11,176,OR2L13_OR2L14,0
12,176,OR2M3_OR2M3P_OR2M6,0
13,176,OR2W1,0
14,176,OR2W3_OR2W3P_OR2W8P,0
15,176,OR51E2,1
16,176,OR51I2,0
17,176,OR52A5,0
18,176,OR52B2,0
19,176,OR52D1,0
20,176,OR52E8,0
21,176,OR52L1,0
22,176,OR56A5_OR56A5P,0
23,176,OR5K1,0
24,176,OR5M3,0
25,176,OR8D1_OR8D3,0
26,177,OR1A1,0
27,177,OR2W1,0
28,179,OR1A1,0
29,179,OR1G1_OR1G2,1
30,179,OR2M3_OR2M3P_OR2M6,0
31,179,OR2W1,0
32,179,OR5K1,0
33,179,OR5M3,0
34,179,OR8D1_OR8D3,0
35,196,OR1A1,0
36,196,OR1A2,0
37,240,OR1D2,0
38,240,OR1G1_OR1G2,1
39,240,OR1L3,0
40,240,OR2B3_OR2B3P,0
41,240,OR2G2,0
42,240,OR2M4,0
43,240,OR2T10,0
44,240,OR2T34,0
45,240,OR52D1,1
46,241,OR10H1,0
47,241,OR10J5,0
48,241,OR2C1,0
49,241,OR2J2,0
50,241,OR2W1,0
51,241,OR51E1_OR51E1P_OR52A3P,0
52,241,OR51E2,0
53,241,OR5P3,0
54,243,OR51E2,0
55,243,OR51I2,1
56,243,OR52A5,0
57,243,OR52B2,0
58,243,OR52D1,1
59,243,OR56A5_OR56A5P,0
60,244,OR1G1_OR1G2,1
61,244,OR1L3,0
62,244,OR2B3_OR2B3P,0
63,244,OR2G2,0
64,244,OR2T10,0
65,244,OR52D1,1
66,244,OR5AC2,0
67,244,OR5B17_OR5B20P,0
68,263,OR10A2_OR10A2P,0
69,263,OR10A3,0
70,263,OR10A4_OR10A4P,0
71,263,OR10A5_OR10A1,0
72,263,OR10A6,0
73,263,OR10A7,0
74,263,OR10AG1,0
75,263,OR10C1_OR10C2,0
76,263,OR10D3,0
77,263,OR10G3,0
78,263,OR10G4,0
79,263,OR10G6_OR10G6P,0
80,263,OR10G7,0
81,263,OR10G9_OR10G10P,0
82,263,OR10H1,0
83,263,OR10H2,0
84,263,OR10H3,0
85,263,OR10H5,0
86,263,OR10J1,0
87,263,OR10J5,0
88,263,OR10K1,0
89,263,OR10K2,0
90,263,OR10P1_OR10P1P_OR10P2P_OR10P3P,0
91,263,OR10S1,0
92,263,OR10T2,0
93,263,OR10W1_OR10W1P,0
94,263,OR10X1_OR10X1P,0
95,263,OR11A1_OR11A2,0
96,263,OR11G2,0
97,263,OR11H1,0
98,263,OR11H12,0
99,263,OR11H2_OR11H2P,0
100,263,OR11H4,0
101,263,OR11H6,0
102,263,OR12D2,0
103,263,OR12D3,0
104,263,OR13C2,0
105,263,OR13C3,0
106,263,OR13C4,0
107,263,OR13C5,0
108,263,OR13C8,0
109,263,OR13C9,0
110,263,OR13D1,0
111,263,OR13F1,0
112,263,OR13G1,0
113,263,OR13H1,0
114,263,OR14C36_OR5BF1,0
115,263,OR14I1_OR5BU1_OR5BU1P,0
116,263,OR14J1_OR5U1,0
117,263,OR1A1,0
118,263,OR1A2,0
119,263,OR1C1,0
120,263,OR1D5,0
121,263,OR1E1_OR1E5_OR1E6_OR1E9P,0
122,263,OR1F1,0
123,263,OR1F12P_OR1F12,0
124,263,OR1G1_OR1G2,0
125,263,OR1I1,0
126,263,OR1J1,0
127,263,OR1J2_OR1J3_OR1J5,0
128,263,OR1J4,1
129,263,OR1K1,0
130,263,OR1L1_OR1L2,0
131,263,OR1L3,0
132,263,OR1L4_OR1L5,0
133,263,OR1L6_OR1L7,0
134,263,OR1L8,0
135,263,OR1M1,0
136,263,OR1N1_OR1N3,0
137,263,OR1N2,0
138,263,OR1Q1_OR1Q2_OR1Q3,0
139,263,OR1S1,0
140,263,OR1S2,0
141,263,OR2A12_OR2A12P,0
142,263,OR2A14,0
143,263,OR2A14_OR2A14P_OR2A6,0
144,263,OR2A25_OR2A25P_OR2A27,0
145,263,OR2A2_OR2A17P_OR2A2P,0
146,263,OR2A4_OR2A10,0
147,263,OR2A5_OR2A26_OR2A8,0
148,263,OR2A7,0
149,263,OR2AE1_OR2AE2,0
150,263,OR2AG1_OR2AG3,0
151,263,OR2AG2_OR2AG2P,0
152,263,OR2AJ1_OR2AJ1P,0
153,263,OR2AP1_OR2AP1P,0
154,263,OR2AT4,0
155,263,OR2B11,0
156,263,OR2B3_OR2B3P,0
157,263,OR2B6,0
158,263,OR2C1,0
159,263,OR2C3_OR2C4_OR2C5P,0
160,263,OR2D2_OR2D1,0
161,263,OR2D3,0
162,263,OR2F1_OR2F3_OR2F3P_OR2F4_OR2F5,0
163,263,OR2F2,0
164,263,OR2G2,0
165,263,OR2G3,0
166,263,OR2G6,0
167,263,OR2H1_OR2H6_OR2H8,0
168,263,OR2H2_OR2H3,0
169,263,OR2J1_OR2J1P,0
170,263,OR2J2,0
171,263,OR2J3,1
172,263,OR2J3,1
173,263,OR2K2_OR2AR1P,0
174,263,OR2L13_OR2L14,0
175,263,OR2L2_OR2L12_OR2L4P,0
176,263,OR2L3,0
177,263,OR2L5_OR2L11,0
178,263,OR2L8,0
179,263,OR2M2,0
180,263,OR2M3_OR2M3P_OR2M6,0
181,263,OR2M4,0
182,263,OR2M5,0
183,263,OR2M7,0
184,263,OR2T1,0
185,263,OR2T10,0
186,263,OR2T11,0
187,263,OR2T29,0
188,263,OR2T3,0
189,263,OR2T34,0
190,263,OR2T35,0
191,263,OR2T4,0
192,263,OR2T5,0
193,263,OR2T8_OR2T8P,0
194,263,OR2V1,0
195,263,OR2V2_OR2V3,0
196,263,OR2W1,1
197,263,OR2W3_OR2W3P_OR2W8P,0
198,263,OR2W5P_OR2W5,0
199,263,OR2Y1,0
200,263,OR2Z1_OR2Z2,0
201,263,OR3A1,0
202,263,OR3A2,0
203,263,OR3A4P_OR3A4_OR3A5P,0
204,263,OR4A15,0
205,263,OR4A16,0
206,263,OR4A47,0
207,263,OR4A4P,0
208,263,OR4A5,0
209,263,OR4B1,0
210,263,OR4C11_OR4C11P,0
211,263,OR4C12,0
212,263,OR4C15,0
213,263,OR4C16,0
214,263,OR4C3,0
215,263,OR4C46,0
216,263,OR4C5,0
217,263,OR4C6,0
218,263,OR4D10_OR4D10P,0
219,263,OR4D2,0
220,263,OR4D5,0
221,263,OR4D6,0
222,263,OR4D9,0
223,263,OR4E2,0
224,263,OR4F15,0
225,263,OR4F17_OR4F11P_OR4F18_OR4F19,1
226,263,OR4F21_OR4F21P,0
227,263,OR4F3,0
228,263,OR4F4,1
229,263,OR4K1,0
230,263,OR4K13,0
231,263,OR4K15,0
232,263,OR4K2,0
233,263,OR4K5,0
234,263,OR4L1_OR4L2P,0
235,263,OR4M1,0
236,263,OR4P4_OR4P3P,0
237,263,OR4Q3_OR4Q4,0
238,263,OR4S1,0
239,263,OR4S2_OR4S2P,0
240,263,OR4X1,0
241,263,OR4X2,0
242,263,OR51A2,0
243,263,OR51B2_OR51B1P,0
244,263,OR51B4,0
245,263,OR51B5,0
246,263,OR51D1,0
247,263,OR51E1_OR51E1P_OR52A3P,1
248,263,OR51E2,0
249,263,OR51F1_OR51F1P,0
250,263,OR51F2,0
251,263,OR51G1_OR51G3P,0
252,263,OR51G2,0
253,263,OR51H1_OR51H1P,0
254,263,OR51I1,0
255,263,OR51I2,0
256,263,OR51J1_OR51J1P_OR51J2,0
257,263,OR51L1,0
258,263,OR51M1,0
259,263,OR51S1,0
260,263,OR51T1,0
261,263,OR51V1_OR51A12,0
262,263,OR52A1,0
263,263,OR52B2,0
264,263,OR52B4,0
265,263,OR52B6,0
266,263,OR52D1,0
267,263,OR52E2,0
268,263,OR52E4,0
269,263,OR52E5,0
270,263,OR52E8,0
271,263,OR52H1,0
272,263,OR52I2,0
273,263,OR52J3,0
274,263,OR52K1,0
275,263,OR52K2,0
276,263,OR52N1,0
277,263,OR52N2,0
278,263,OR52N4,0
279,263,OR52N5,0
280,263,OR52P1_OR52P1P,0
281,263,OR52W1_OR52W1P,0
282,263,OR56A1,0
283,263,OR56A4,0
284,263,OR56A5_OR56A5P,0
285,263,OR56B1_OR56B1P,0
286,263,OR56B4,0
287,263,OR5A1_OR5A1P,0
288,263,OR5AC2,0
289,263,OR5AK2,0
290,263,OR5AK3P_OR5AK3,0
291,263,OR5AL1_OR5AL1P,0
292,263,OR5AN1,0
293,263,OR5AP2,0
294,263,OR5AS1,0
295,263,OR5AU1,0
296,263,OR5B17_OR5B20P,0
297,263,OR5B21,0
298,263,OR5B3_OR5B13,0
299,263,OR5C1_OR5C2P,0
300,263,OR5D13,0
301,263,OR5D14,0
302,263,OR5D16,0
303,263,OR5D18,0
304,263,OR5F1,0
305,263,OR5H1,0
306,263,OR5H14,0
307,263,OR5H6,0
308,263,OR5I1,0
309,263,OR5J2,0
310,263,OR5K1,1
311,263,OR5K2,0
312,263,OR5K3,0
313,263,OR5K4,0
314,263,OR5L1,0
315,263,OR5M1,0
316,263,OR5M10,0
317,263,OR5M11,0
318,263,OR5M3,0
319,263,OR5M8,0
320,263,OR5M9,0
321,263,OR5P2,0
322,263,OR5T1_OR5T1P,0
323,263,OR5T3,0
324,263,OR5V1,0
325,263,OR5W2_OR5W2P_OR5W3P,0
326,263,OR6A2_OR6A1_OR6A2P,0
327,263,OR6B2_OR6B2P,0
328,263,OR6B3_OR6B3P,0
329,263,OR6C1,0
330,263,OR6C4,0
331,263,OR6C6,0
332,263,OR6C68,0
333,263,OR6C70,0
334,263,OR6C74,0
335,263,OR6C75,0
336,263,OR6F1,0
337,263,OR6K3,0
338,263,OR6K6,0
339,263,OR6M1,0
340,263,OR6N1,0
341,263,OR6P1,0
342,263,OR6Q1,0
343,263,OR6S1,0
344,263,OR6T1,0
345,263,OR6V1,0
346,263,OR6Y1_OR6Y2,0
347,263,OR7A10,0
348,263,OR7A17,0
349,263,OR7A5,0
350,263,OR7C1_OR7C4,0
351,263,OR7D2,0
352,263,OR7D4_OR7D4P,0
353,263,OR7E24_OR7E24P,0
354,263,OR7G2,0
355,263,OR7G3,0
356,263,OR8A1,0
357,263,OR8B12,0
358,263,OR8B2,0
359,263,OR8B3,0
360,263,OR8B4_OR8B4P,0
361,263,OR8B8,0
362,263,OR8D1_OR8D3,0
363,263,OR8D2,0
364,263,OR8D4,0
365,263,OR8G1_OR8G1P,0
366,263,OR8G5_OR8G5P_OR8G6,0
367,263,OR8H2,0
368,263,OR8H3,0
369,263,OR8I2,0
370,263,OR8J1,0
371,263,OR8J3,0
372,263,OR8K1,0
373,263,OR8K3,0
374,263,OR8K5,0
375,263,OR8S1,0
376,263,OR8U1,0
377,263,OR8U3_OR5R1_OR5R1P,0
378,263,OR8U8,0
379,263,OR8U9,0
380,263,OR9A2,0
381,263,OR9G4,0
382,263,OR9G9,0
383,263,OR9I1,0
384,263,OR9Q1,0
385,263,OR9Q2_OR9Q2P,0
386,264,OR10A2_OR10A2P,0
387,264,OR10A4_OR10A4P,0
388,264,OR10A5_OR10A1,0
389,264,OR10A6,1
390,264,OR10A6,1
391,264,OR10A7,0
392,264,OR10AD1_OR10AD1P,0
393,264,OR10AG1,0
394,264,OR10D3,0
395,264,OR10G3,0
396,264,OR10G6_OR10G6P,0
397,264,OR10G7,0
398,264,OR10G8,0
399,264,OR10G9_OR10G10P,0
400,264,OR10H1,0
401,264,OR10H2,0
402,264,OR10H4,0
403,264,OR10H5,0
404,264,OR10J3_OR10J3P,1
405,264,OR10K2,0
406,264,OR10P1_OR10P1P_OR10P2P_OR10P3P,0
407,264,OR10S1,0
408,264,OR10T2,0
409,264,OR10W1_OR10W1P,0
410,264,OR10X1_OR10X1P,0
411,264,OR10Z1,0
412,264,OR11A1_OR11A2,0
413,264,OR11H1,0
414,264,OR11H12,0
415,264,OR11H6,0
416,264,OR11L1,0
417,264,OR12D2,0
418,264,OR13A1,0
419,264,OR13C2,0
420,264,OR13C3,0
421,264,OR13C4,0
422,264,OR13C5,0
423,264,OR13C9,0
424,264,OR13D1,0
425,264,OR13F1,0
426,264,OR13G1,0
427,264,OR13H1,0
428,264,OR13J1,0
429,264,OR14A2_OR5AX1_OR5AX1P,0
430,264,OR14I1_OR5BU1_OR5BU1P,0
431,264,OR14J1_OR5U1,0
432,264,OR14K1_OR5AY1,0
433,264,OR14L1_OR14L1P_OR5AV1P,0
434,264,OR1A1,1
435,264,OR1A2,0
436,264,OR1C1,0
437,264,OR1D2,0
438,264,OR1D5,0
439,264,OR1E1_OR1E5_OR1E6_OR1E9P,0
440,264,OR1E2_OR1E4,0
441,264,OR1F1,0
442,264,OR1F12P_OR1F12,1
443,264,OR1I1,0
444,264,OR1J1,0
445,264,OR1J2_OR1J3_OR1J5,0
446,264,OR1K1,0
447,264,OR1L3,0
448,264,OR1L4_OR1L5,0
449,264,OR1L6_OR1L7,0
450,264,OR1L8,0
451,264,OR1M1,0
452,264,OR1N2,0
453,264,OR1Q1_OR1Q2_OR1Q3,0
454,264,OR1S1,1
455,264,OR2A1,0
456,264,OR2A12_OR2A12P,0
457,264,OR2A14_OR2A14P_OR2A6,0
458,264,OR2A25_OR2A25P_OR2A27,0
459,264,OR2A2_OR2A17P_OR2A2P,0
460,264,OR2A4_OR2A10,0
461,264,OR2A5_OR2A26_OR2A8,0
462,264,OR2A7,0
463,264,OR2AE1_OR2AE2,0
464,264,OR2AG1_OR2AG3,0
465,264,OR2AJ1_OR2AJ1P,0
466,264,OR2AK2_OR2AK1P,0
467,264,OR2AP1_OR2AP1P,0
468,264,OR2B11,0
469,264,OR2B2_OR2B9,0
470,264,OR2B6,0
471,264,OR2B8P_OR2B8,0
472,264,OR2C1,0
473,264,OR2C3_OR2C4_OR2C5P,0
474,264,OR2D2_OR2D1,0
475,264,OR2D3,0
476,264,OR2F1_OR2F3_OR2F3P_OR2F4_OR2F5,0
477,264,OR2F2,0
478,264,OR2G3,0
479,264,OR2H1_OR2H6_OR2H8,0
480,264,OR2H2_OR2H3,0
481,264,OR2J1_OR2J1P,0
482,264,OR2J3,0
483,264,OR2L13_OR2L14,0
484,264,OR2L2_OR2L12_OR2L4P,1
485,264,OR2L3,0
486,264,OR2L5_OR2L11,0
487,264,OR2L8,0
488,264,OR2M2,0
489,264,OR2M3_OR2M3P_OR2M6,0
490,264,OR2M4,0
491,264,OR2S2,0
492,264,OR2T1,1
493,264,OR2T1,1
494,264,OR2T1,1
495,264,OR2T1,1
496,264,OR2T29,0
497,264,OR2T33,0
498,264,OR2T34,0
499,264,OR2T35,0
500,264,OR2T5,0
501,264,OR2T6_OR2T6P_OR2T9,0
502,264,OR2T8_OR2T8P,0
503,264,OR2V1,0
504,264,OR2V2_OR2V3,0
505,264,OR2W1,0
506,264,OR2W3_OR2W3P_OR2W8P,0
507,264,OR2W5P_OR2W5,0
508,264,OR2Z1_OR2Z2,0
509,264,OR3A1,0
510,264,OR3A3_OR3A6_OR3A7_OR3A8P,0
511,264,OR3A4P_OR3A4_OR3A5P,1
512,264,OR4A15,0
513,264,OR4A16,0
514,264,OR4A47,0
515,264,OR4A5,0
516,264,OR4B1,0
517,264,OR4C11_OR4C11P,0
518,264,OR4C12,0
519,264,OR4C15,0
520,264,OR4C16,0
521,264,OR4C46,0
522,264,OR4C5,0
523,264,OR4C6,0
524,264,OR4D10_OR4D10P,0
525,264,OR4D1_OR4D3,0
526,264,OR4D5,0
527,264,OR4D9,0
528,264,OR4E2,0
529,264,OR4F14,0
530,264,OR4F15,0
531,264,OR4F17_OR4F11P_OR4F18_OR4F19,0
532,264,OR4F21_OR4F21P,0
533,264,OR4F3,0
534,264,OR4F4,0
535,264,OR4K1,0
536,264,OR4K13,0
537,264,OR4K15,0
538,264,OR4K17,0
539,264,OR4K2,0
540,264,OR4K3_OR4K3P,0
541,264,OR4K5,0
542,264,OR4L1_OR4L2P,0
543,264,OR4M1,0
544,264,OR4M2B,0
545,264,OR4N4,0
546,264,OR4P4_OR4P3P,0
547,264,OR4Q3_OR4Q4,0
548,264,OR4S1,0
549,264,OR4S2_OR4S2P,0
550,264,OR4X1,0
551,264,OR4X2,0
552,264,OR51A2,0
553,264,OR51A4,0
554,264,OR51B2_OR51B1P,0
555,264,OR51B4,1
556,264,OR51D1,1
557,264,OR51E1_OR51E1P_OR52A3P,1
558,264,OR51F2,0
559,264,OR51G1_OR51G3P,0
560,264,OR51G2,0
561,264,OR51H1_OR51H1P,0
562,264,OR51I1,0
563,264,OR51I2,1
564,264,OR51L1,0
565,264,OR51M1,0
566,264,OR51Q1,0
567,264,OR51S1,1
568,264,OR51T1,0
569,264,OR51V1_OR51A12,0
570,264,OR52A1,0
571,264,OR52A4P_OR52A4,0
572,264,OR52A5,0
573,264,OR52B2,0
574,264,OR52B4,0
575,264,OR52D1,1
576,264,OR52E4,0
577,264,OR52E5,0
578,264,OR52E6,0
579,264,OR52H1,1
580,264,OR52H1,1
581,264,OR52I1,1
582,264,OR52I2,0
583,264,OR52J3,0
584,264,OR52L1,0
585,264,OR52L2P_OR52L2,0
586,264,OR52M1_OR52M1P,0
587,264,OR52N1,0
588,264,OR52N2,0
589,264,OR52N4,0
590,264,OR52R1,0
591,264,OR52W1_OR52W1P,0
592,264,OR56A1,0
593,264,OR56A3_OR56A3P_OR56A6,0
594,264,OR56A4,0
595,264,OR56B1_OR56B1P,0
596,264,OR56B4,0
597,264,OR5A1_OR5A1P,0
598,264,OR5A2,0
599,264,OR5AC2,0
600,264,OR5AK2,0
601,264,OR5AK3P_OR5AK3,0
602,264,OR5AL1_OR5AL1P,1
603,264,OR5AL1_OR5AL1P,1
604,264,OR5AL1_OR5AL1P,1
605,264,OR5AN1,0
606,264,OR5AP2,0
607,264,OR5AR1,0
608,264,OR5AU1,0
609,264,OR5B12_OR5B12P_OR5B16,0
610,264,OR5B17_OR5B20P,0
611,264,OR5B2,0
612,264,OR5B21,0
613,264,OR5B3_OR5B13,0
614,264,OR5C1_OR5C2P,0
615,264,OR5D14,1
616,264,OR5D14,1
617,264,OR5D16,0
618,264,OR5D18,0
619,264,OR5F1,0
620,264,OR5H1,0
621,264,OR5H14,0
622,264,OR5H2,0
623,264,OR5H6,0
624,264,OR5I1,0
625,264,OR5J2,0
626,264,OR5K1,0
627,264,OR5K2,0
628,264,OR5K4,0
629,264,OR5L1,0
630,264,OR5M1,0
631,264,OR5M10,0
632,264,OR5M11,0
633,264,OR5M3,0
634,264,OR5M8,0
635,264,OR5M9,0
636,264,OR5P2,0
637,264,OR5P3,0
638,264,OR5T1_OR5T1P,0
639,264,OR5T2,0
640,264,OR5T3,0
641,264,OR5V1,0
642,264,OR5W2_OR5W2P_OR5W3P,0
643,264,OR6A2_OR6A1_OR6A2P,0
644,264,OR6B1,0
645,264,OR6B2_OR6B2P,0
646,264,OR6B3_OR6B3P,0
647,264,OR6C1,0
648,264,OR6C3,0
649,264,OR6C4,0
650,264,OR6C65,0
651,264,OR6C68,0
652,264,OR6C70,0
653,264,OR6C74,0
654,264,OR6C75,0
655,264,OR6C76,0
656,264,OR6F1,0
657,264,OR6J1_OR6J2,0
658,264,OR6K6,0
659,264,OR6M1,0
660,264,OR6Q1,0
661,264,OR6S1,0
662,264,OR6T1,0
663,264,OR6Y1_OR6Y2,0
664,264,OR7A10,0
665,264,OR7A5,0
666,264,OR7C1_OR7C4,0
667,264,OR7D2,0
668,264,OR7D4_OR7D4P,0
669,264,OR7E24_OR7E24P,0
670,264,OR7G2,1
671,264,OR7G3,0
672,264,OR8A1,0
673,264,OR8B12,0
674,264,OR8B2,0
675,264,OR8B3,0
676,264,OR8B4_OR8B4P,0
677,264,OR8D1_OR8D3,0
678,264,OR8D2,0
679,264,OR8D4,0
680,264,OR8G1_OR8G1P,0
681,264,OR8G5_OR8G5P_OR8G6,0
682,264,OR8H1,0
683,264,OR8H2,0
684,264,OR8H3,0
685,264,OR8I2,0
686,264,OR8J1,0
687,264,OR8K1,0
688,264,OR8K3,0
689,264,OR8K5,0
690,264,OR8S1,0
691,264,OR8U1,0
692,264,OR8U3_OR5R1_OR5R1P,0
693,264,OR8U9,0
694,264,OR9A2,0
695,264,OR9A4,0
696,264,OR9G4,0
697,264,OR9G9,0
698,264,OR9I1,0
699,264,OR9K2,0
700,264,OR9Q1,0
701,264,OR9Q2_OR9Q2P,0
702,323,OR10J5,0
703,323,OR1C1,1
704,323,OR1G1_OR1G2,1
705,323,OR2A1,0
706,323,OR2A7,0
707,323,OR2B11,1
708,323,OR2B11,1
709,323,OR2C1,0
710,323,OR2J1_OR2J1P,0
711,323,OR2J2,1
712,323,OR2L13_OR2L14,0
713,323,OR2M7,0
714,323,OR2T4,0
715,323,OR2W1,1
716,323,OR2W1,1
717,323,OR2W1,1
718,323,OR2W3_OR2W3P_OR2W8P,0
719,323,OR51B5,0
720,323,OR51E1_OR51E1P_OR52A3P,0
721,323,OR51E2,0
722,323,OR52D1,0
723,323,OR5M3,0
724,323,OR5P3,1
725,323,OR8B2,0
726,323,OR8D1_OR8D3,0
727,323,OR8K5,0
728,323,OR8U3_OR5R1_OR5R1P,1
729,326,OR2M3_OR2M3P_OR2M6,0
730,326,OR2W1,1
731,326,OR2W1,1
732,326,OR5K1,0
733,326,OR5M3,0
734,332,OR2M3_OR2M3P_OR2M6,0
735,332,OR2W1,0
736,332,OR5M3,0
737,335,OR1A1,0
738,335,OR2M3_OR2M3P_OR2M6,0
739,335,OR2W1,0
740,335,OR5K1,0
741,335,OR5M3,0
742,335,OR8D1_OR8D3,0
743,342,OR1A1,0
744,342,OR2W1,0
745,342,OR5K1,0
746,342,OR5M3,0
747,342,OR8D1_OR8D3,0
748,364,OR51E2,0
749,379,OR10J5,0
750,379,OR10S1,1
751,379,OR10S1,1
752,379,OR1A1,0
753,379,OR1A2,0
754,379,OR1G1_OR1G2,0
755,379,OR2A1,0
756,379,OR2A7,1
757,379,OR2A7,1
758,379,OR2A7,1
759,379,OR2C1,0
760,379,OR2J2,0
761,379,OR2L13_OR2L14,1
762,379,OR2L13_OR2L14,1
763,379,OR2M3_OR2M3P_OR2M6,0
764,379,OR2M7,0
765,379,OR2T4,0
766,379,OR2W1,1
767,379,OR2W1,1
768,379,OR2W1,1
769,379,OR2W3_OR2W3P_OR2W8P,1
770,379,OR51B5,0
771,379,OR51E1_OR51E1P_OR52A3P,0
772,379,OR51E2,0
773,379,OR51I2,0
774,379,OR51L1,0
775,379,OR52A5,0
776,379,OR52D1,1
777,379,OR52D1,1
778,379,OR52L1,0
779,379,OR56A5_OR56A5P,1
780,379,OR5K1,0
781,379,OR5P3,0
782,379,OR8D1_OR8D3,0
783,454,OR10A2_OR10A2P,0
784,454,OR10A3,0
